"Fixed Acidity","pH","Alcohol","Quality","Type"
8.3,3.29,9.5,5,"Red"
7.8,3.09,9.1,6,"Red"
7.8,3.51,10.7,6,"Red"
6.3,3.6,11.2,6,"Red"
8.1,3.25,9.8,5,"Red"
8.1,3.25,9.8,5,"Red"
8.8,3.19,9.2,5,"Red"
9,3.23,9.7,5,"Red"
9.3,3.25,9.6,5,"Red"
8.8,3.31,10,6,"Red"
9.3,3.25,9.6,5,"Red"
9.1,3.31,9.5,6,"Red"
9.2,3.31,9.5,6,"Red"
8.8,3.14,9.4,5,"Red"
7.5,3.45,9.5,5,"Red"
7.1,3.55,9.7,6,"Red"
7.9,3.39,9.6,5,"Red"
7.1,3.55,9.7,6,"Red"
9.4,3.28,9.4,5,"Red"
9.5,3.27,9.4,5,"Red"
7.9,3.3,9.5,6,"Red"
7.9,3.31,9.5,6,"Red"
7.2,3.43,10,5,"Red"
6.9,3.4,10.3,6,"Red"
6.9,3.4,10.3,6,"Red"
8.3,3.36,10.5,5,"Red"
7.1,3.5,9.8,5,"Red"
7,3.31,9.4,6,"Red"
6.5,3.66,9.8,5,"Red"
9,3.36,10,5,"Red"
6.5,3.66,9.8,5,"Red"
7.1,3.55,9.8,5,"Red"
9.9,3.21,9.5,5,"Red"
9.9,3.21,9.5,5,"Red"
10,3.18,10.1,6,"Red"
10,3.18,10.1,6,"Red"
8.6,3.09,9.3,5,"Red"
7.4,3.33,9.7,6,"Red"
8.8,3.23,9.6,5,"Red"
7.1,3.48,9.7,6,"Red"
7.7,3.38,10.8,5,"Red"
10.1,3.17,12.5,6,"Red"
10.8,2.99,10.2,5,"Red"
8.7,3.1,9.6,5,"Red"
9.3,3.24,10.8,7,"Red"
9.4,3.29,10.7,6,"Red"
9.4,3.29,10.7,6,"Red"
7.2,3.25,9.4,5,"Red"
8.6,3.23,10,5,"Red"
5.1,3.56,12.9,7,"Red"
7.7,3.24,9.6,6,"Red"
8.4,3.26,9.9,6,"Red"
8.2,3.33,12.8,7,"Red"
8.4,3.27,12.5,7,"Red"
8.2,3.33,12.8,7,"Red"
7.4,3.26,9.2,5,"Red"
7.6,3.22,10.3,6,"Red"
7.3,3.3,10.5,5,"Red"
12.9,3.09,10.9,6,"Red"
10.8,3.24,10.8,5,"Red"
6.9,3.44,11.4,4,"Red"
12.6,3.21,11.3,6,"Red"
10.8,3.24,10.8,5,"Red"
9.8,3.23,10.5,6,"Red"
10.8,3.28,11.9,6,"Red"
7.1,3.29,9.4,5,"Red"
9.1,3.28,9.6,5,"Red"
7,3.34,9.7,5,"Red"
4.9,3.71,14,7,"Red"
6.7,3.61,9.8,5,"Red"
6.7,3.61,9.8,5,"Red"
7.1,3.24,10.3,5,"Red"
7.1,3.36,10.7,5,"Red"
7.5,3.4,11,7,"Red"
7.1,3.36,10.7,5,"Red"
7.8,3.46,12.7,8,"Red"
5.9,3.56,11.1,6,"Red"
7.5,3.38,10.9,4,"Red"
5.9,3.56,11.1,6,"Red"
10.4,3.38,9.9,3,"Red"
11.6,3.38,9.9,4,"Red"
8.8,3.32,9.4,5,"Red"
7.6,3.39,9.3,5,"Red"
6.7,3.26,11.7,7,"Red"
6.7,3.26,11.7,7,"Red"
10.1,3.24,11.2,7,"Red"
6,3.46,10,5,"Red"
11.1,3.24,12.1,7,"Red"
6.6,3.45,10.3,5,"Red"
10.6,3.23,10.9,6,"Red"
7.1,3.28,9.4,5,"Red"
9.9,3.18,10.6,6,"Red"
6.4,3.59,9.8,5,"Red"
6.4,3.59,9.8,5,"Red"
7.4,3.5,9.9,6,"Red"
6.4,3.59,9.8,5,"Red"
6.4,3.58,9.8,5,"Red"
9.3,3.28,9.5,5,"Red"
9.3,3.28,9.5,5,"Red"
8,3.22,9.7,5,"Red"
9.3,3.47,10.9,6,"Red"
9.3,3.47,10.9,6,"Red"
7.6,3.51,11.7,7,"Red"
9.3,3.47,10.9,6,"Red"
8.2,3.4,11.3,7,"Red"
11.7,3.15,10.6,7,"Red"
6.8,3.4,11.2,6,"Red"
7.2,3.51,9.5,5,"Red"
5.8,3.66,11.5,6,"Red"
7.5,3.24,10.4,5,"Red"
7.2,3.51,9.7,5,"Red"
7.2,3.51,9.5,5,"Red"
7.2,3.51,9.7,5,"Red"
6.8,3.41,11.3,6,"Red"
6.9,3.4,11.2,6,"Red"
6.8,3.4,11.2,6,"Red"
7.6,3.44,10.9,6,"Red"
7.7,3.41,11.8,6,"Red"
6.9,3.53,10.6,5,"Red"
7.3,3.43,10,4,"Red"
9.1,3.23,11.1,7,"Red"
10.4,3.12,11.8,7,"Red"
8.8,3.31,11.8,7,"Red"
7.1,3.4,10.9,4,"Red"
7.7,3.41,11.8,6,"Red"
8.8,3.22,10,6,"Red"
7.2,3.53,9.5,5,"Red"
9.2,3.15,9.9,5,"Red"
7.6,3.48,11.4,6,"Red"
8.4,3.22,12,6,"Red"
7.2,3.53,9.5,5,"Red"
8.8,3.22,10,6,"Red"
8.9,3.34,10.5,5,"Red"
9,3.33,10.4,6,"Red"
10.7,3.15,12.1,7,"Red"
6.8,3.43,11.2,6,"Red"
10.7,3.22,9.3,5,"Red"
7.2,3.44,10.1,5,"Red"
7.2,3.53,9.7,5,"Red"
10.1,3.22,9.3,6,"Red"
7.2,3.53,9.7,5,"Red"
7.2,3.53,9.8,6,"Red"
7.1,3.42,10.7,6,"Red"
8.3,3.31,12.5,7,"Red"
7.1,3.42,10.7,6,"Red"
8.3,3.31,12.5,7,"Red"
8.3,3.48,11,3,"Red"
8.9,3.4,11.8,5,"Red"
7.4,3.58,10.8,7,"Red"
7.4,3.58,10.8,7,"Red"
6.8,3.41,10.8,7,"Red"
6.8,3.41,10.8,7,"Red"
9.2,3.23,9.5,5,"Red"
7.2,3.39,11,5,"Red"
6.1,3.59,11.5,6,"Red"
7.4,3.43,10.8,6,"Red"
7.3,3.29,11.5,6,"Red"
9.3,3.23,13.2,6,"Red"
9.1,3.18,10.9,6,"Red"
10,3.33,12.2,6,"Red"
9.4,3.27,12.2,7,"Red"
7.3,3.29,11.5,6,"Red"
8.6,3.27,11.9,6,"Red"
5.3,3.62,11,5,"Red"
6.8,3.38,10.1,6,"Red"
8.4,3.3,11,6,"Red"
8.4,3.38,11.8,6,"Red"
9.6,3.24,10.5,5,"Red"
8.4,3.3,11,6,"Red"
8.4,3.38,11.8,6,"Red"
6.8,3.38,10.1,6,"Red"
8.6,3.18,11.2,5,"Red"
8.6,3.47,11,7,"Red"
9.4,3.47,10.2,6,"Red"
8.4,3.2,9.2,4,"Red"
8.6,3.18,11.2,5,"Red"
8.7,3.3,12,7,"Red"
6.6,3.69,10.5,5,"Red"
7.4,3.48,9.8,5,"Red"
7.6,3.45,9.5,6,"Red"
7.4,3.48,9.8,5,"Red"
6.6,3.69,10.5,5,"Red"
8.8,3.39,11.8,6,"Red"
8.8,3.39,11.8,6,"Red"
12,3.07,10.4,4,"Red"
7.2,3.34,12.9,7,"Red"
6.2,3.61,11.4,5,"Red"
9.6,3.36,12.4,7,"Red"
9.9,3.19,12.5,7,"Red"
10.1,3.22,10,7,"Red"
9.8,3.24,9.7,7,"Red"
8.3,3.27,12.1,7,"Red"
10.2,3.14,11.1,7,"Red"
10.2,3.29,12,7,"Red"
8.3,3.26,12.4,7,"Red"
8.9,3.41,11.9,7,"Red"
8.9,3.41,11.9,7,"Red"
8.9,3.41,11.9,7,"Red"
8.3,3.26,12.4,7,"Red"
8.2,3.31,11.2,7,"Red"
10.2,3.2,12.1,7,"Red"
7.6,3.44,12.2,6,"Red"
8.5,3.36,10.4,5,"Red"
9,3.31,11.3,6,"Red"
9.5,3.29,11.1,6,"Red"
6.4,3.47,11.3,7,"Red"
8,3.36,10,5,"Red"
8.5,3.16,11.1,6,"Red"
7.1,3.27,9.3,5,"Red"
6.6,3.38,9.5,5,"Red"
8.8,3.15,11.2,6,"Red"
8.5,3.16,11.1,6,"Red"
8.3,3.34,11,6,"Red"
9,3.13,11.9,7,"Red"
8.5,3.13,9.2,5,"Red"
9,3.2,12.2,6,"Red"
6.7,3.46,10.2,5,"Red"
10.4,3.33,10.9,6,"Red"
10.4,3.33,10.9,6,"Red"
10.1,3.22,11.6,7,"Red"
8.5,3.52,10.7,5,"Red"
8.8,3.3,12.1,7,"Red"
7.2,3.44,9.4,5,"Red"
7.2,3.44,9.4,5,"Red"
8.4,3.15,9.1,5,"Red"
7,3.28,11.3,7,"Red"
12.2,3.13,10.4,5,"Red"
9.1,3.32,10.5,6,"Red"
9.5,3.25,10,5,"Red"
7.3,3.34,12.9,6,"Red"
9.1,3.32,10.5,6,"Red"
12.2,3.13,10.4,5,"Red"
7.4,3.45,11.3,6,"Red"
9.8,3.19,11.4,7,"Red"
7.1,3.44,9.4,5,"Red"
7.7,3.16,9.4,5,"Red"
9.7,3.14,10.9,6,"Red"
7.7,3.16,9.4,5,"Red"
7.1,3.45,9.4,5,"Red"
6.5,3.36,9.4,6,"Red"
7.1,3.45,9.4,5,"Red"
10,3.15,9.4,5,"Red"
7.7,3.39,10.1,6,"Red"
5.6,3.71,12.8,7,"Red"
5.6,3.71,12.8,7,"Red"
8.9,3.12,9.1,6,"Red"
6.4,3.47,12.9,6,"Red"
7.5,3.44,11.5,7,"Red"
9.9,3.26,10.6,7,"Red"
9.1,3.26,11.7,7,"Red"
6.8,3.36,12.8,7,"Red"
8.2,3.25,10.3,5,"Red"
6.8,3.36,12.8,7,"Red"
9.1,3.26,11.7,7,"Red"
9.1,3.26,11.7,7,"Red"
8.9,3.23,12,7,"Red"
9.6,3.18,10.9,5,"Red"
8.9,3.25,12.3,7,"Red"
8.9,3.17,10.4,6,"Red"
7.7,3.23,10,5,"Red"
7.5,3.38,10,6,"Red"
8,3.22,11.2,6,"Red"
10.5,3.06,11.4,6,"Red"
8.9,3.27,12.6,7,"Red"
8,2.89,12.7,6,"Red"
8,2.89,12.7,6,"Red"
7,3.53,10.4,5,"Red"
11.3,3.2,11.9,6,"Red"
11.3,3.2,11.9,6,"Red"
7,3.35,10.5,5,"Red"
8.2,3.27,12.3,6,"Red"
7.7,3.32,10.5,7,"Red"
8.6,3.33,10.4,6,"Red"
7.9,3.41,12.6,6,"Red"
6.4,3.49,11.6,5,"Red"
7.2,3.37,10.1,6,"Red"
7.7,3.32,10.5,7,"Red"
7.1,3.42,11.5,7,"Red"
7.3,3.35,11,7,"Red"
8.1,3.36,9.6,5,"Red"
7.5,3.3,10.4,6,"Red"
8.9,3.2,9.7,6,"Red"
10.1,3.17,10.6,7,"Red"
7.6,3.22,12.5,7,"Red"
7.3,3.35,9.2,5,"Red"
8.7,3.24,12.6,7,"Red"
8.9,3.33,11.1,6,"Red"
7.4,3.58,10.2,5,"Red"
6.9,3.38,9.8,6,"Red"
8.9,3.33,11.1,6,"Red"
9.5,3.29,10.9,7,"Red"
6.4,3.36,12.2,6,"Red"
6.9,3.32,11.4,6,"Red"
7.6,3.31,10.7,6,"Red"
7.1,3.49,10.4,5,"Red"
9.3,3.27,10.9,6,"Red"
9.3,3.27,10.8,6,"Red"
7.1,3.49,10.4,5,"Red"
8.5,3.03,9.2,5,"Red"
5.6,3.56,12.9,5,"Red"
8.3,3.38,12.7,7,"Red"
8.2,3.13,9.1,6,"Red"
8.2,3.13,9.1,6,"Red"
8.9,3.21,12.1,7,"Red"
7.6,3.15,9.1,5,"Red"
9.9,3.19,11.6,7,"Red"
8.9,3.21,12.1,7,"Red"
11.6,3.14,9.9,6,"Red"
9.1,3.21,12.5,8,"Red"
8,3.3,11.4,6,"Red"
10.2,3.22,11.8,6,"Red"
8.2,3.28,11.8,6,"Red"
7.7,3.29,10.2,6,"Red"
6.6,3.4,12.5,7,"Red"
11.1,3.02,10.9,7,"Red"
11.1,3.02,10.9,7,"Red"
8,3.31,10.8,5,"Red"
9.3,3.18,11.1,7,"Red"
7.5,3.2,9.2,5,"Red"
7.2,3.4,9.5,6,"Red"
8,3.31,10.7,6,"Red"
7.5,3.2,9.2,5,"Red"
9.1,3.44,10.2,7,"Red"
9.9,3.15,11.4,6,"Red"
8.6,3.27,11,5,"Red"
8.6,3.27,11,5,"Red"
7.9,3.01,12.3,7,"Red"
10.3,3.16,11.8,6,"Red"
7.9,3.01,12.3,7,"Red"
7.2,3.42,9.5,6,"Red"
8.7,3.33,12,6,"Red"
7.2,3.42,9.5,6,"Red"
6.8,3.12,9.6,5,"Red"
8.5,3.38,11.6,7,"Red"
7.9,3.29,11.2,6,"Red"
11.6,3.02,9.9,7,"Red"
11.6,3.02,9.9,7,"Red"
10,2.98,11.8,8,"Red"
7.9,3.35,11.4,6,"Red"
7,3.43,11.5,6,"Red"
9.2,3.33,12,7,"Red"
6.6,3.35,10.8,6,"Red"
9.4,3.15,10.5,5,"Red"
6.6,3.35,10.8,6,"Red"
8.6,3.2,9.4,5,"Red"
8,3.15,12.5,7,"Red"
8.6,3.2,9.4,5,"Red"
8.4,3.11,12.4,6,"Red"
7.4,3.35,12,6,"Red"
6.1,3.45,11.2,6,"Red"
7.4,3.35,12,6,"Red"
8,3.28,12.4,6,"Red"
6.3,3.41,12.8,5,"Red"
8.2,3.21,12.3,6,"Red"
9.1,3.27,11.7,7,"Red"
8.1,3.36,9.5,5,"Red"
10.8,3.17,10.8,6,"Red"
8.3,3.25,10,6,"Red"
5.4,3.78,12.3,7,"Red"
7.9,3.29,11,6,"Red"
8.9,3.12,9.5,6,"Red"
5,3.49,13.6,6,"Red"
7,3.38,11.3,6,"Red"
7,3.38,11.3,6,"Red"
7,3.38,11.3,6,"Red"
7.1,3.3,13.3,6,"Red"
5.6,3.52,12.9,5,"Red"
7.9,3.2,13.1,8,"Red"
6.6,3.44,12.3,6,"Red"
6.3,3.45,12.3,6,"Red"
10.7,3.12,11.2,6,"Red"
6.5,3.62,11.5,4,"Red"
8.8,3.14,11.3,7,"Red"
5.8,3.39,13.5,6,"Red"
6.3,3.51,11.5,6,"Red"
10,3.22,10,5,"Red"
10.5,3.21,10.5,6,"Red"
9.1,3.18,10.4,6,"Red"
5.9,3.32,9.5,5,"Red"
7.4,3.38,13.6,7,"Red"
7.2,3.37,11.2,7,"Red"
8.5,3.3,11.8,7,"Red"
8,3.38,11.9,6,"Red"
10.4,3.22,11.4,6,"Red"
10.4,3.22,11.4,6,"Red"
7.5,3.14,9.1,5,"Red"
8.2,3.34,9.5,6,"Red"
7.3,3.41,9.5,6,"Red"
8.2,3.27,11,6,"Red"
6.9,3.3,11.4,6,"Red"
7,3.61,10,6,"Red"
7.3,3.43,10.1,5,"Red"
8.2,3.53,10.4,6,"Red"
7.8,3.28,9.8,6,"Red"
10,3.21,11.8,7,"Red"
7.8,3.39,11.6,6,"Red"
10,3.23,12,6,"Red"
8.2,3.3,12.8,7,"Red"
6.1,3.46,12.5,6,"Red"
8.3,3.15,9.8,5,"Red"
9.6,3.23,11.1,6,"Red"
6.6,3.59,11.4,6,"Red"
8.3,3.15,9.8,5,"Red"
8.5,3.33,11.8,7,"Red"
5.1,3.46,12.9,7,"Red"
6.7,3.42,10.6,6,"Red"
10.2,3.16,10.8,5,"Red"
10.6,3.14,11.1,7,"Red"
8.8,3.21,10.2,6,"Red"
8.5,3.14,11.8,7,"Red"
9,3.29,10,5,"Red"
9,3.29,10,5,"Red"
8.5,3.01,9.4,5,"Red"
9.9,2.94,10.2,5,"Red"
8.2,3.32,12.4,7,"Red"
6.5,3.21,12,6,"Red"
7.6,3.32,11.5,6,"Red"
9.2,3.2,10.5,6,"Red"
7.1,3.42,10.8,6,"Red"
9.7,3.27,12.3,6,"Red"
7.6,3.46,9.5,6,"Red"
7.6,3.46,9.5,6,"Red"
6.5,3.61,11.5,6,"Red"
6.5,3.58,11.2,4,"Red"
7.1,3.35,12.7,7,"Red"
5.6,3.68,11.4,5,"Red"
8.2,3.27,11,6,"Red"
8.2,3.27,11,6,"Red"
9.8,3.19,11.4,5,"Red"
10.2,3.38,10.5,6,"Red"
6.8,3.29,9.3,5,"Red"
6.7,3.36,10.9,5,"Red"
7,3.33,11.9,6,"Red"
6.6,3.52,12.2,5,"Red"
7,3.33,11.9,6,"Red"
6.7,3.36,10.9,5,"Red"
8.8,3.3,9.6,4,"Red"
9.1,3.28,12.5,6,"Red"
6.5,3.56,10.8,5,"Red"
7.2,3.52,12.4,7,"Red"
6.4,3.56,10.8,5,"Red"
7,3.22,9.5,6,"Red"
6.2,3.52,9.5,6,"Red"
7.9,3.21,9.5,6,"Red"
7.7,3.16,9.8,6,"Red"
7.7,3.15,10.9,6,"Red"
7.9,3.21,9.5,6,"Red"
7.7,3.16,9.8,6,"Red"
7.9,3.27,11.2,7,"Red"
8.6,3.35,11.7,8,"Red"
9.9,3.14,9.4,5,"Red"
7.2,3.4,11,7,"Red"
7.2,3.4,11,7,"Red"
7.2,3.4,11,7,"Red"
9.9,3.35,10,5,"Red"
7.2,3.4,11,7,"Red"
6.2,3.45,11.2,7,"Red"
6.8,3.35,10.4,6,"Red"
6.6,3.32,9.3,5,"Red"
6.8,3.35,10.4,6,"Red"
9.6,3.15,10.5,6,"Red"
10.2,3.1,10.4,6,"Red"
8.8,3.26,11.3,6,"Red"
7.9,3.29,9.5,6,"Red"
8.2,3.23,12,6,"Red"
8.2,3.24,10.6,6,"Red"
9,3.2,10.9,6,"Red"
10.9,3.28,11.5,6,"Red"
10.9,3.28,11.5,6,"Red"
8.1,3.26,9.6,6,"Red"
10.5,3.23,12,6,"Red"
12.6,3.07,10.3,6,"Red"
9.2,3.15,9.4,5,"Red"
7.5,3.02,9.2,5,"Red"
9,3.27,9.6,5,"Red"
5.1,3.68,13.6,7,"Red"
7.6,3.4,9.5,5,"Red"
7.7,3.37,11.8,6,"Red"
7.8,3.38,10.8,5,"Red"
7.6,3.4,9.5,5,"Red"
10.2,3.23,9.3,4,"Red"
7.1,3.39,12.8,6,"Red"
6,3.3,11.5,4,"Red"
7.8,3.26,9.4,6,"Red"
7.1,3.39,12.8,6,"Red"
8.1,3.38,9.6,4,"Red"
6.5,3.45,11.8,4,"Red"
7.5,3.1,9.3,5,"Red"
9.8,3.16,9.8,5,"Red"
9,3.22,12.2,6,"Red"
8.3,3.37,9.5,5,"Red"
5.9,3.33,10.3,6,"Red"
7.4,3.49,10.5,5,"Red"
7.4,3.12,10,5,"Red"
7.4,3.49,10.5,5,"Red"
6.9,3.41,11.1,6,"Red"
7.1,3.4,10.9,6,"Red"
7.1,3.4,10.9,6,"Red"
7.5,3.28,9.8,5,"Red"
7.1,3.45,9.8,5,"Red"
7.9,3.43,9.5,5,"Red"
7.8,3.4,10.9,5,"Red"
6.1,3.47,11,5,"Red"
7.5,3.1,9.2,5,"Red"
7,3.32,11,6,"Red"
6.8,3.44,11.3,6,"Red"
6.8,3.44,11.3,6,"Red"
8.6,3.02,9.3,5,"Red"
6.3,3.59,11.2,4,"Red"
9.8,3.15,9.8,5,"Red"
8.2,3.37,9.6,4,"Red"
8.5,3.38,11.8,6,"Red"
7.2,3.38,10.3,6,"Red"
7.2,3.38,10.3,6,"Red"
10.4,3.1,11.4,6,"Red"
6.9,3.47,9.5,6,"Red"
5.5,3.5,14,8,"Red"
5,3.7,14,6,"Red"
7.3,3.38,11.7,6,"Red"
5.9,3.5,11.2,5,"Red"
7.5,3.1,9.3,5,"Red"
7.8,3.24,11.2,6,"Red"
8,3.24,9.5,6,"Red"
8.5,3.28,12,4,"Red"
7,3.35,9.7,6,"Red"
8,3.24,9.5,6,"Red"
9.8,3.14,11.5,7,"Red"
7.1,3.37,10.4,6,"Red"
7.1,3.37,10.4,6,"Red"
7.9,3.33,10.9,6,"Red"
8.7,3.26,10.2,6,"Red"
7,3.39,10.9,5,"Red"
11.3,3.15,10.5,5,"Red"
7.1,3.35,12.4,6,"Red"
8,3.22,13,5,"Red"
7,3.3,10.2,5,"Red"
7,3.3,10.2,5,"Red"
7.6,3.36,11,5,"Red"
8.2,3.29,10.9,6,"Red"
5.9,3.62,12.4,6,"Red"
7.5,3.34,9.7,4,"Red"
8.2,3.29,10.9,6,"Red"
6.6,3.2,9.5,5,"Red"
6.6,3.2,9.5,5,"Red"
7.2,3.35,12.1,6,"Red"
5.7,3.45,12.2,6,"Red"
7.6,3.5,10.9,3,"Red"
5.2,3.78,12.5,6,"Red"
6.7,3.6,11.7,6,"Red"
9.1,3.3,11.2,6,"Red"
8,3.36,11.2,5,"Red"
7.6,3.12,9.2,5,"Red"
7.5,3.3,9.8,5,"Red"
9.7,3.29,10.1,5,"Red"
6.8,3.41,11.1,4,"Red"
9.7,3.29,10.1,5,"Red"
7,3.28,9.2,5,"Red"
7.5,3.3,9.8,5,"Red"
6.5,3.33,12.8,6,"Red"
8,3.34,10.5,5,"Red"
7,3.4,10.1,6,"Red"
7,3.4,10.1,6,"Red"
7.5,3.26,9.8,6,"Red"
5.4,4.01,12.5,6,"Red"
9.9,3.18,11.9,6,"Red"
7.5,3.26,9.8,6,"Red"
9.1,2.9,9.1,6,"Red"
9.7,3.26,10.1,5,"Red"
5,4.01,12.5,6,"Red"
9.1,3.18,11.4,5,"Red"
9.1,3.18,11,7,"Red"
6.7,3.39,10.6,6,"Red"
6.7,3.39,10.6,6,"Red"
6.7,3.39,10.6,6,"Red"
6.7,3.39,10.6,6,"Red"
6.5,3.34,9.3,5,"Red"
7.4,3.29,9.8,6,"Red"
7.4,3.29,9.8,6,"Red"
7.8,3.26,9.2,5,"Red"
8.4,3.09,9.7,6,"Red"
9.1,3.18,9.6,5,"Red"
7.2,3.39,10,5,"Red"
6.6,3.38,12.6,6,"Red"
6,3.36,9.5,5,"Red"
6,3.36,9.5,5,"Red"
6,3.36,9.5,5,"Red"
7.5,3.36,10.5,6,"Red"
7.5,3.36,10.5,6,"Red"
7.5,3.36,10.5,6,"Red"
7.6,3.37,10.4,6,"Red"
7.5,3.36,10.5,6,"Red"
11.5,3.09,11,5,"Red"
8.2,3.25,10.2,6,"Red"
6.1,3.52,11.4,5,"Red"
7.2,3.34,9.5,5,"Red"
7.2,3.34,9.5,5,"Red"
6.9,3.41,10.8,5,"Red"
9,3.34,10,5,"Red"
7.2,3.32,11.8,6,"Red"
7.6,3.37,10.3,5,"Red"
7.6,3.37,10.3,5,"Red"
7.2,3.35,10,5,"Red"
6.1,3.36,10.1,5,"Red"
6.1,3.36,10.1,5,"Red"
7.3,3.6,11.1,6,"Red"
7.4,3.28,9.5,5,"Red"
11.6,3.07,10.0333333333333,6,"Red"
9.2,3.24,10.9,5,"Red"
8.3,3.36,10.1,5,"Red"
11.6,3.07,10.0333333333333,6,"Red"
8,3.29,9.8,4,"Red"
7.2,3.46,11.8,6,"Red"
7.8,3.18,9.5,5,"Red"
7.3,3.24,9.8,5,"Red"
6.9,3.25,10.5,6,"Red"
8,3.27,9.8,6,"Red"
6.6,3.33,10.4,4,"Red"
8.7,3,9.2,5,"Red"
7.5,3.21,11.6,6,"Red"
8.7,3,9.2,5,"Red"
7.7,3.24,9.3,5,"Red"
6.8,3.32,9.8,3,"Red"
7.2,3.26,9.9,5,"Red"
8.2,3.11,10,5,"Red"
5.2,3.71,12.2,6,"Red"
7.2,3.29,9.9,6,"Red"
7.5,3.36,10.8,6,"Red"
7.5,3.36,10.8,6,"Red"
6.8,3.38,9.6,5,"Red"
8,3.3,9.9,5,"Red"
8,3.3,9.9,5,"Red"
7.1,3.19,9.5,5,"Red"
8,3.19,9.2,5,"Red"
7.4,3.3,9.6,5,"Red"
7.4,3.3,9.6,5,"Red"
6.6,3.35,10.3,5,"Red"
6.7,3.1,9.7,5,"Red"
6,3.58,12.5,6,"Red"
8,3.37,11,5,"Red"
7.1,3.17,9.8,5,"Red"
8,3.3,10.2,5,"Red"
6.4,3.32,9.2,5,"Red"
8.6,3.31,9.55,6,"Red"
8.7,3.31,9.55,5,"Red"
7.3,3.28,9.9,5,"Red"
7,3.52,10.2,7,"Red"
7.2,3.42,11.1,6,"Red"
7.9,3.25,9.9,5,"Red"
7.9,3.25,9.9,5,"Red"
7.6,3.44,11.9,6,"Red"
7.2,3.23,10,8,"Red"
8,3.43,10.7,6,"Red"
7.7,3.28,11.3,7,"Red"
8.2,3.22,10.9,6,"Red"
6,3.54,10.7,6,"Red"
8.1,3.27,12.4,7,"Red"
6,3.54,10.7,6,"Red"
6.6,3.5,11.9,6,"Red"
6.4,3.56,10.6,6,"Red"
8.2,3.22,10.9,6,"Red"
9.9,3.04,10.1,5,"Red"
10,3.2,9.6,5,"Red"
6.2,3.56,9.4,5,"Red"
10,3.2,9.6,5,"Red"
7.3,3.35,12.1,7,"Red"
7.8,3.16,9.8,5,"Red"
7.7,3.27,9.9,5,"Red"
7.8,3.16,9.8,5,"Red"
7.5,3.34,9.4,5,"Red"
7,3.39,11.4,6,"Red"
6.4,3.5,11,4,"Red"
8.3,3.26,9.6,6,"Red"
8.3,3.26,9.6,6,"Red"
7.7,3.41,12.1,6,"Red"
7.6,3.3,11.2,5,"Red"
7.8,3.31,11,5,"Red"
7.9,3.33,11.3,5,"Red"
7.4,3.37,10.4,5,"Red"
7.6,3.26,9.9,6,"Red"
5.9,3.48,11.7,6,"Red"
6.1,3.42,10.1,7,"Red"
10.2,3.18,9,6,"Red"
10.2,3.18,9,6,"Red"
10,3.15,8.5,5,"Red"
6.8,3.53,11.1,5,"Red"
7,3.41,10.3,5,"Red"
7.3,3.32,11.0666666666667,6,"Red"
7.2,3.23,11.3,7,"Red"
7.4,3.16,9.56666666666667,6,"Red"
6.9,3.4,9.8,5,"Red"
6.9,3.38,11.7,5,"Red"
7.3,3.32,11.1,6,"Red"
7.4,3.16,9.6,6,"Red"
6.9,3.4,9.8,5,"Red"
6.8,3.4,9.7,5,"Red"
6.9,3.4,9.7,5,"Red"
7.2,3.23,11.3,8,"Red"
7.2,3.23,11.3,7,"Red"
7.8,3.33,11,7,"Red"
6.6,3.35,11.6,7,"Red"
7.6,3.41,9,5,"Red"
11.7,3.21,10.9,6,"Red"
6.5,3.5,10.9,6,"Red"
6,3.3,10.55,6,"Red"
7.6,3.41,9,5,"Red"
8.4,3.39,10.5,5,"Red"
7.9,3.32,11.9,7,"Red"
6.4,3.41,10.4,6,"Red"
6.2,3.59,10,4,"Red"
6.8,3.36,10.4,6,"Red"
6.9,3.34,10.8,6,"Red"
6.8,3.41,9.7,5,"Red"
6.8,3.41,9.7,5,"Red"
7.3,3.3,10,7,"Red"
6.7,3.52,11,4,"Red"
7.3,3.3,10,7,"Red"
7.3,3.31,9.7,3,"Red"
10,2.88,9.7,5,"Red"
6.7,3.43,12.6,5,"Red"
7.6,3.38,11.1,6,"Red"
6.1,3.38,11,5,"Red"
9.9,3.16,8.8,5,"Red"
5.3,3.54,13.5666666666667,7,"Red"
9.9,3.16,8.8,5,"Red"
5.3,3.54,13.6,7,"Red"
7.1,3.4,10.2,3,"Red"
8.2,3.39,10.6,5,"Red"
5.6,3.66,10.1,4,"Red"
8.2,3.39,10.6,5,"Red"
7.2,3.33,10.3,4,"Red"
8.1,3.35,10.7,5,"Red"
6.8,3.53,10.9,4,"Red"
7,3.37,9.7,5,"Red"
6.8,3.38,10.3,5,"Red"
6,3.52,10.6,5,"Red"
5.6,3.72,11.4,5,"Red"
6.2,3.44,10.8,6,"Red"
7.1,3.39,12.4,6,"Red"
5.6,3.72,11.4,5,"Red"
6.2,3.57,11.95,5,"Red"
7.7,3.26,9.7,5,"Red"
6.4,3.42,10,7,"Red"
7,3.35,10.6,6,"Red"
7.7,3.26,9.7,5,"Red"
6.9,3.45,11.5,6,"Red"
6.6,3.53,10.8,6,"Red"
6.9,3.45,11.5,6,"Red"
7.5,3.26,9.6,5,"Red"
7.8,3.16,9.4,5,"Red"
7.3,3.31,9.8,5,"Red"
6.2,3.51,11,6,"Red"
7.5,3.36,11.4,6,"Red"
